,Neg_Word,Neg_Count,Pos_Word,Pos_Count,Neg_feature,Neg_Count_feat,Pos_feature,Pos_Count_feat,Neg_feature_brand,Neg_Count_feat_brand,Pos_feature_brand,Pos_Count_feat_brand,Neg_Word_brand,Neg_Count_brand,Pos_Word_brand,Pos_Count_brand
3248,sister,4.0,description,33, electrical,3.0, manager,1.0,,,,,,,,
3249,law,2.0,listing,4, load,3.0,replacerepair,6.0,,,,,,,,
3250,convinced,1.0,dexcom,1,bifold,1.0, glass,97.0,,,,,,,,
3251,manufactured,1.0,g5,3, wallet,3.0, digitizer,100.0,,,,,,,,
3252,po,3.0,beltloop,1, metallic,1.0, pry,13.0,,,,,,,,
3253,shortly,2.0,insulin,5, accent,1.0, repair,48.0,,,,,,,,
3254,appearance,1.0,pump,9, flipcover,1.0, packaged,2.0,,,,,,,,
3255,log,1.0,firm,9, cardid,1.0,composite,1.0,,,,,,,,
3256,account,6.0,aid,1, noscratch,1.0, av,1.0,,,,,,,,
3257,ii,1.0,vinyl,2,connects,14.0, iphoneipod,19.0,,,,,,,,
3258,1980s,1.0,tore,7, mfi,14.0, projector,7.0,,,,,,,,
3259,mute,1.0,encounter,2, 4s43gs,14.0, 22,52.0,,,,,,,,
3260,ugh,1.0,leatherlike,1, 1st2nd3rd,14.0, firmware,2.0,,,,,,,,
3261,16gb,1.0,sewn,2, 3rd4th,14.0, craftsmanship,2.0,,,,,,,,
3262,commplaints,1.0,leathercovered,1, 5th6th,14.0, sideway,2.0,,,,,,,,
3263,returneddidnt,1.0,sght245g,1, fade,1.0, incase,2.0,,,,,,,,
3264,proud,1.0,ratty,1, bonding,1.0, ease,36.0,,,,,,,,
3265,could,1.0,excuse,1, p1000,2.0, fashionable,11.0,,,,,,,,
3266,semifunctional,1.0,cheep,3, sleeve,19.0, redblacksilver,93.0,,,,,,,,
3267,exceeded,1.0,regulation,1, silica,3.0,iphone,107.0,,,,,,,,
3268,exception,1.0,rascal,1, unnecessary,1.0, lowprofile,42.0,,,,,,,,
3269,tenfold,1.0,violate,1,your,5.0, indicate,3.0,,,,,,,,
3270,motherinlaw,1.0,restriction,1, polished,1.0,easily,42.0,,,,,,,,
3271,teenage,1.0,corporate,1, 9550,1.0, openremoveeject,23.0,,,,,,,,
3272,spern,1.0,party,15, 002111,1.0, 2giphone,23.0,,,,,,,,
3273,serving,1.0,particularly,6,nonoem,1.0, registered,70.0,,,,,,,,
3274,venezuela,1.0,profilethat,1,product,3.0, trademark,70.0,,,,,,,,
3275,wrote,2.0,clunky,1, filmfit,1.0,snap,6.0,,,,,,,,
3276,quiero,1.0,retrieve,2, mb810,18.0, change,18.0,,,,,,,,
3277,comprar,1.0,iphones,23, packag,1.0, appearance,65.0,,,,,,,,
3278,otro,1.0,loos,2, seidio,3.0, liking,1.0,,,,,,,,
3279,swollen,2.0,zag,2, springclip,1.0, nappa,1.0,,,,,,,,
3280,puede,1.0,c,3,eye,1.0, pampers,1.0,,,,,,,,
3281,mejorar,1.0,tradein,1, catching,1.0, pre,5.0,,,,,,,,
3282,medio,1.0,damage,19, embossed,1.0, ribbon,1.0,,,,,,,,
3283,perfecto,1.0,accidental,2, argyle,3.0, skinomi,12.0,,,,,,,,
3284,grat,1.0,fake,4, pattern,3.0, techskin,14.0,,,,,,,,
3285,orginal,1.0,beware,4, headsup,1.0, curved,8.0,,,,,,,,
3286,slowley,1.0,counterfeit,5, luxe,2.0, selfhealing,20.0,,,,,,,,
3287,continous,1.0,wipe,9, vibrant,6.0, thermoplastic,41.0,,,,,,,,
3288,habit,2.0,glam,1, t959,3.0, urethane,8.0,,,,,,,,
3289,united,1.0,beauty,1,mega,14.0, puncture,7.0,,,,,,,,
3290,ecxelent,1.0,raised,4, 225,8.0, yellow,42.0,,,,,,,,
3291,92115,1.0,impact,3, performs,7.0, errorproof,13.0,,,,,,,,
3292,101215,1.0,pick,15, climate,5.0, antibubble,5.0,,,,,,,,
3293,happened,3.0,armored,1, semi,1.0, liquid,41.0,,,,,,,,
3294,curious,1.0,itthank,2, permanent,1.0, significantly,21.0,,,,,,,,
3295,googled,1.0,aseller,4, 9650,1.0, cling,9.0,,,,,,,,
3296,encountering,1.0,comparable,2, garmin,3.0, intense,1.0,,,,,,,,
3297,cheapit,1.0,chromecast,3, garminfone,1.0, toughest,1.0,,,,,,,,
3298,peeled,1.0,multicast,1, hero,1.0, sercure,1.0,,,,,,,,
3299,developed,2.0,generated,2, huawei,4.0,connect,7.0,,,,,,,,
3300,blot,1.0,input,11, tap,1.0, synchronize,6.0,,,,,,,,
3301,gradually,2.0,picked,11, u7519,1.0, appointment,1.0,,,,,,,,
3302,abandon,1.0,dot,2, clutch,1.0, advantage,850.0,,,,,,,,
3303,state,1.0,seemlessly,1, i465,1.0, availability,2.0,,,,,,,,
3304,jabra,6.0,analog,2, roi,1.0, refer,1.0,,,,,,,,
3305,suffer,1.0,soundbars,1, e71,1.0,introducing,1.0,,,,,,,,
3306,incurred,1.0,always,4, e71x,1.0, average,1.0,,,,,,,,
3307,powercharging,1.0,loaded,3, e72,1.0, actually,1.0,,,,,,,,
3308,manipulate,1.0,transportable,1, e73,1.0, coring,10.0,,,,,,,,
3309,want,2.0,supporting,1, pcd,3.0, sel,1.0,,,,,,,,
3310,as,1.0,tethered,1, razzle,1.0, e71x,3.0,,,,,,,,
3311,produced,2.0,roomfilling,1, txt8030,1.0,color,6.0,,,,,,,,
3312,record,2.0,motorokr,1, freeform,1.0, 315,5.0,,,,,,,,
3313,production,1.0,eq7,1, r350,1.0, 2048x1536,2.0,,,,,,,,
3314,shouldnt,5.0,balance,11, r351,1.0, ios6,2.0,,,,,,,,
3315,adjustment,2.0,pushup,1, ericsson,16.0, ios7,2.0,,,,,,,,
3316,dongle,3.0,wobbly,1, aspen,1.0, ios8,2.0,,,,,,,,
3317,25m,1.0,81,1, velveteen,3.0,clipon,1.0,,,,,,,,
3318,adapt,1.0,mother,9, nick,3.0,t5,12.0,,,,,,,,
3319,cordless,1.0,strengthen,1, 46,1.0, t6,12.0,,,,,,,,
3320,handset,3.0,stability,5, 091,1.0, pryopeners,12.0,,,,,,,,
3321,thankfully,1.0,pt,1, attachment,49.0, handle,21.0,,,,,,,,
3322,requirement,1.0,wellmade,6, goanywhere,3.0, 4999,2.0,,,,,,,,
3323,crackle,1.0,filled,5, 3gs3g,2.0, example,2.0,,,,,,,,
3324,form,5.0,requiring,1, plasticfull,1.0, airtime,13.0,,,,,,,,
3325,supplier,2.0,longtime,1, rhinestone,4.0, 120,1.0,,,,,,,,
3326,humongous,1.0,forgotten,5, diamante,2.0, mail,8.0,,,,,,,,
3327,wired,1.0,attracted,1, tear,27.0, worrying,6.0,,,,,,,,
3328,hugely,1.0,bucket,1, tailored,11.0,compatibility,26.0,,,,,,,,
3329,echo,4.0,washing,6, ship,21.0, nano,52.0,,,,,,,,
3330,listener,1.0,machine,7, shown,5.0, 1g,6.0,,,,,,,,
3331,dictation,1.0,faultor,1, newbee,3.0, 5g,6.0,,,,,,,,
3332,thanx,2.0,hook,20, dont,8.0, 55g,1.0,,,,,,,,
3333,suing,1.0,committed,2, unauthorized,3.0, 6g,1.0,,,,,,,,
3334,togetheri,1.0,suicide,1, 7w,3.0, syncing,7.0,,,,,,,,
3335,malfunctioning,1.0,beautifully,7, 300lm,3.0, cablecharge,19.0,,,,,,,,
3336,unknown,1.0,purchaser,2, cree,3.0, sgha877,1.0,,,,,,,,
3337,dsf,1.0,gooseneck,4, lamp,3.0, impression,3.0,,,,,,,,
3338,bricked,1.0,unmount,2, pulled,11.0,charge,44.0,,,,,,,,
3339,lcd,1.0,rock,9, blinding,3.0, spend,5.0,,,,,,,,
3340,fashion,1.0,touchscreen,9, skidproof,3.0, ready,212.0,,,,,,,,
3341,bough,1.0,move,5, lumen,3.0, sacrificing,15.0,,,,,,,,
3342,degree,4.0,experimentation,1, aa,3.0, tangled,6.0,,,,,,,,
3343,devicestablets,1.0,steeply,1, alkaline,3.0, mess,5.0,,,,,,,,
3344,uk,1.0,sloping,1, 14500,3.0,micro,1.0,,,,,,,,
3345,shuts,1.0,windshield,24, 3genabled,7.0, plugged,192.0,,,,,,,,
3346,usable,3.0,dashboard,3, lotus,2.0, socket,20.0,,,,,,,,
3347,page,5.0,curving,1, traveler,2.0,specifically,4.0,,,,,,,,
3348,reached,1.0,eye,9, 705,2.0, effective,6.0,,,,,,,,
3349,75,3.0,visibility,3, gsmgprsedge,6.0, obstruction,10.0,,,,,,,,
3350,repeater,2.0,unfolds,1, wflash,3.0, slipfree,5.0,,,,,,,,
3351,nc,3.0,reader,2, resolution,15.0, ergonomically,6.0,,,,,,,,
3352,operating,2.0,halo,1, hvga,3.0, coloring,5.0,,,,,,,,
3353,roughly,1.0,gel,6, 480x360,3.0, reducing,11.0,,,,,,,,
3354,3040,1.0,tossed,4,sim,3.0, 36,6.0,,,,,,,,
3355,58,1.0,visible,3, loststolen,3.0, 370,1.0,,,,,,,,
3356,wave,1.0,zippered,1, activation,14.0,quickly,2.0,,,,,,,,
3357,mag,1.0,transformer,1, unactivated,3.0, blade,82.0,,,,,,,,
3358,121116,1.0,cordthat,1, postpaid,6.0, household,6.0,,,,,,,,
3359,east,1.0,dock,8,grade,2.0, discharged,6.0,,,,,,,,
3360,apr,1.0,expecting,6, create,14.0, 3402ww,6.0,,,,,,,,
3361,charleston,1.0,repurposed,1, juice,26.0,removable,1.0,,,,,,,,
3362,sc,1.0,permanemtly,1, factor,4.0, pedestal,1.0,,,,,,,,
3363,yagi,1.0,note4,3, unobtrusively,2.0, louver,1.0,,,,,,,,
3364,leftright,1.0,sleeve,9, iphones,89.0, finished,30.0,,,,,,,,
3365,marking,1.0,4runner,1, safetyits,2.0, heatresistant,1.0,,,,,,,,
3366,anytime,1.0,california,2, avoiding,3.0,valued,35.0,,,,,,,,
3367,exercising,1.0,handsfree,10, overcharge,3.0, thunder,4.0,,,,,,,,
3368,slip,3.0,mandatory,1, overvoltage,2.0,wrap,2.0,,,,,,,,
3369,fiddly,1.0,dosometimes,1, reliability,5.0, luxury,17.0,,,,,,,,
3370,rash,1.0,cassette,3, dell,1.0, napa,4.0,,,,,,,,
3371,armband,2.0,jarring,1, venue,1.0, jacket,6.0,,,,,,,,
3372,5c,1.0,irritating,1, aero,1.0, facetime,8.0,,,,,,,,
3373,snugly,1.0,ipod,38, continuum,1.0, hazzards,2.0,,,,,,,,
3374,petite,1.0,oh,13, 51,2.0, bulky,34.0,,,,,,,,
3375,120,2.0,productstill,1, 27,2.0, classasizebasen,8.0,,,,,,,,
3376,lb,1.0,se,9, 07,2.0, standn,2.0,,,,,,,,
3377,abnormally,1.0,object,2,accurate,2.0, casen,2.0,,,,,,,,
3378,podcast,1.0,leatherman,2, blemish,18.0, wrap,2.0,,,,,,,,
3379,sony,1.0,utility,2,talk,1.0, jacketn,2.0,,,,,,,,
3380,ericsson,1.0,knife,4, mass,1.0, removedn,2.0,,,,,,,,
3381,mt11a,1.0,beefy,2, 520,5.0,20mp,6.0,,,,,,,,
3382,se,3.0,swivel,7, mm35,1.0, highresolution,7.0,,,,,,,,
3383,sofar,1.0,positively,3, gr42,1.0, 320,8.0,,,,,,,,
3384,stiffness,1.0,sucker,1, geo,1.0, 65000,6.0,,,,,,,,
3385,wiggle,1.0,gun,3, tagging,1.0, 246,6.0,,,,,,,,
3386,shaking,2.0,multipositions,1, typing,1.0, quad,48.0,,,,,,,,
3387,6220,1.0,appreciate,6, umtshspa,3.0, format,15.0,,,,,,,,
3388,rendition,1.0,deliberately,1, msm7227,1.0, h263,6.0,,,,,,,,
3389,printer,2.0,ingenious,3, 600mhz,1.0, h264,6.0,,,,,,,,
3390,convenience,2.0,lift,4, trackid,1.0, wmv3,6.0,,,,,,,,
3391,printing,1.0,shove,3, album,1.0, aaclc,6.0,,,,,,,,
3392,cannon,1.0,creditbusiness,1, art,1.0, aac,7.0,,,,,,,,
3393,cartridge,2.0,safety,6,mount,1.0, eaac,6.0,,,,,,,,
3394,load,2.0,cashstash,1, hand,41.0, amrnb,6.0,,,,,,,,
3395,zebra,1.0,pen,9, portrait,4.0, wma9,6.0,,,,,,,,
3396,timesphone,1.0,stylus,12, mountuse,1.0, 5x,25.0,,,,,,,,
3397,see,1.0,web,15, travelhome,4.0, recordingnormal,6.0,,,,,,,,
3398,appear,2.0,stitched,1, executive,2.0, 320x240,6.0,,,,,,,,
3399,thumb,5.0,flexadjusts,1, must,2.0, pixelmms,6.0,,,,,,,,
3400,frankly,2.0,nite,2, slide,5.0, 176x144,6.0,,,,,,,,
3401,firstly,1.0,ize,2, softtouch,9.0,40,1.0,,,,,,,,
3402,visor,1.0,recumbent,1, affected,2.0, amssb,1.0,,,,,,,,
3403,reported,2.0,ample,3, snapon,40.0, 120v,1.0,,,,,,,,
3404,determine,1.0,toss,6, a955,1.0, calibrate,1.0,,,,,,,,
3405,remain,1.0,marginal,2, bestinclass,2.0, rf,2.0,,,,,,,,
3406,unlike,2.0,medtronic,1, speech,10.0, switchable,1.0,,,,,,,,
3407,thirdly,1.0,tandem,3, highoutput,1.0, sheepskininc,1.0,,,,,,,,
3408,inconsistent,1.0,tflex,1, 8mm,1.0, detailsquotquoturlquotquotgppromotionsdetailspopupa3jhhi8yx6f709quotquotheightquotquot600quotn,1.0,,,,,,,,
3409,announces,2.0,pushbutton,1, moving,2.0, w380,2.0,,,,,,,,
3410,disconnected,2.0,causing,4, reject,34.0, w385,2.0,,,,,,,,
3411,tend,3.0,potential,2, cheekbone,1.0, z6m,2.0,,,,,,,,
3412,touching,1.0,niteize,1, accu,2.0, z6tv,2.0,,,,,,,,
3413,loudspeaker,1.0,calling,14, noiseisolating,2.0, interaction,15.0,,,,,,,,
3414,raspy,1.0,successful,2, windscreen,2.0, ratcheting,17.0,,,,,,,,
3415,powering,1.0,qauilyt,1, upgrade,4.0,access,4.0,,,,,,,,
3416,modulator,1.0,rental,4, etymotic,2.0,volt,7.0,,,,,,,,
3417,reconnecting,1.0,flexibility,2, earmold,2.0, volt,31.0,,,,,,,,
3418,simplenot,1.0,incident,3, warrantyoption,1.0, 2000mah,23.0,,,,,,,,
3419,watched,1.0,tv,13, ah,1.0, 740wh,7.0,,,,,,,,
3420,bmw,1.0,induction,1, 5v1a,1.0, reuse,26.0,,,,,,,,
3421,x3,1.0,2port,4, sun,3.0, wo,1.0,,,,,,,,
3422,sunshade,1.0,topped,1, autoretryuspat,1.0, tear,98.0,,,,,,,,
3423,mediocre,1.0,singleport,1, 9929443,1.0,ha,4.0,,,,,,,,
3424,freeway,2.0,tecknet,11, autoretry,1.0, ha,84.0,,,,,,,,
3425,deaf,1.0,engine,2, continue,1.0, dedicated,14.0,,,,,,,,
3426,assistance,1.0,kind,8, intermittent,1.0, mapping,1.0,,,,,,,,
3427,info,2.0,desired,4, slow,1.0, announced,1.0,,,,,,,,
3428,hurray,1.0,equally,5, shadow,1.0, avrcp,7.0,,,,,,,,
3429,14,2.0,task,2, finicky,1.0, pbap,4.0,,,,,,,,
3430,published,1.0,qc30,4, solar,7.0, nononsense,3.0,,,,,,,,
3431,13,1.0,qc20,3, schargers,2.0, setup,3.0,,,,,,,,
3432,resolved,1.0,s,3, compensate,1.0, talktime,7.0,,,,,,,,
3433,raise,1.0,automobile,2, encapsulated,1.0, l,40.0,,,,,,,,
3434,produce,2.0,smoke,1, configured,1.0, 50,44.0,,,,,,,,
3435,david,1.0,cigerette,1, correctly,1.0, asus,40.0,,,,,,,,
3436,brown,1.0,bargain,4, lighttovoltage,1.0, garminfone,4.0,,,,,,,,
3437,screwed,1.0,factor,12, conversion,1.0, ascend,8.0,,,,,,,,
3438,acting,1.0,dim,1, salty,1.0, optimus,35.0,,,,,,,,
3439,apparent,1.0,lightat,1, suntactics,2.0, droid,152.0,,,,,,,,
3440,mic,1.0,nightand,1, amazed,2.0, global,8.0,,,,,,,,
3441,triggering,1.0,blinding,1, iphonesx876,1.0, milestone,8.0,,,,,,,,
3442,backside,1.0,dual,10, s9,1.0, xt720,3.0,,,,,,,,
3443,shopping,1.0,internally,2, pretty,1.0, droi,3.0,,,,,,,,
3444,cross,1.0,spring,9, powerbanks,1.0, velveteen,8.0,,,,,,,,
3445,receiver,1.0,tossing,2, aaaaa18650,1.0, nick,8.0,,,,,,,,
3446,anyone,3.0,purse,75, a23,1.0, accidental,17.0,,,,,,,,
3447,numerous,2.0,carefree,1, slr,1.0, 453,3.0,,,,,,,,
3448,process,5.0,disclosure,3, found,39.0, 248,3.0,,,,,,,,
3449,eg,1.0,fill,4, powered,266.0, 052,3.0,,,,,,,,
3450,disconconnected,1.0,gap,6, ultralight,1.0, goanywhere,8.0,,,,,,,,
3451,announce,1.0,technically,3, hiking,1.0,privacy,1.0,,,,,,,,
3452,response,1.0,arguing,1, hiker,1.0, peeping,1.0,,,,,,,,
3453,speech,2.0,anticipate,1, approved,1.0,personalize,12.0,,,,,,,,
3454,baaatteeerrryyyy,1.0,distracting,3, ma,7.0, rubbercoated,10.0,,,,,,,,
3455,unnatural,1.0,summary,2, 5watts,1.0, softfeel,7.0,,,,,,,,
3456,embarrassing,1.0,24a,3, 5volts,1.0, firm,22.0,,,,,,,,
3457,passenger,1.0,resilient,1, closed,10.0, grease,17.0,,,,,,,,
3458,writen,1.0,cardboard,2, 7oz,1.0, trouble,7.0,,,,,,,,
3459,million,1.0,shrink,1, assembled,2.0,26,2.0,,,,,,,,
3460,erratic,1.0,responsible,1, valley,1.0,velcro,30.0,,,,,,,,
3461,automatically,2.0,pleasantly,7, attsprint,1.0, ct14,2.0,,,,,,,,
3462,clarity,2.0,technet,3, silm,1.0, telephone,13.0,,,,,,,,
3463,reasonably,2.0,cone,2, running,27.0, 85090019002100,1.0,,,,,,,,
3464,altogether,1.0,quit,9, accommodate,15.0, 32inch,34.0,,,,,,,,
3465,workable,1.0,engages,1, 5c,16.0, resistive,1.0,,,,,,,,
3466,understanding,1.0,smoothly,2, exceptional,14.0, preloaded,2.0,,,,,,,,
3467,speak,2.0,yesterday,5, designing,13.0, canadian,3.0,,,,,,,,
3468,hoarse,1.0,commute,2, selected,14.0, 32mp,1.0,,,,,,,,
3469,politely,1.0,saver,9, slipping,14.0, dualled,1.0,,,,,,,,
3470,responds,1.0,competitor,4, feeling,14.0, 400,32.0,,,,,,,,
3471,umpteenth,1.0,output,25, tight,14.0,crystaltalk,6.0,,,,,,,,
3472,unclipped,1.0,delivers,4, combined,13.0, reduceseveryday,6.0,,,,,,,,
3473,speed,5.0,blind,2, amazing,26.0, allowsuser,6.0,,,,,,,,
3474,list,1.0,distract,2, balance,13.0, crystaltalk,49.0,,,,,,,,
3475,dial,1.0,brightly,2, freely,13.0, blemish,76.0,,,,,,,,
3476,filter,1.0,ungodly,1, sweatresistant,14.0, recharge,33.0,,,,,,,,
3477,possessed,1.0,wattage,1, wick,14.0,reduces,16.0,,,,,,,,
3478,regretting,1.0,evaluation,1, entrance,13.0, fading,13.0,,,,,,,,
3479,trucking,1.0,superb,5, exposed,14.0, may,16.0,,,,,,,,
3480,industry,1.0,picky,4, perspiring,13.0,design,5.0,,,,,,,,
3481,jacket,2.0,category,3, vigorous,13.0, motion,8.0,,,,,,,,
3482,wow,1.0,slot,38, worry,27.0, art,10.0,,,,,,,,
3483,1buzzy,1.0,emit,1, bouncing,14.0, orchid,4.0,,,,,,,,
3484,chain,2.0,48a,2, ground,13.0, butterfly,6.0,,,,,,,,
3485,conforme,1.0,56a,1, woman,14.0, garden,4.0,,,,,,,,
3486,gd,1.0,le,9, bulky,16.0, candy,12.0,,,,,,,,
3487,aweful,1.0,emits,1, cumbersome,13.0, personalize,52.0,,,,,,,,
3488,sick,2.0,teeny,2, committed,2.0,palmsized,3.0,,,,,,,,
3489,hub,1.0,clutter,1, satisfying,2.0, turn,6.0,,,,,,,,
3490,htcs,1.0,surpasses,1, fall,31.0, exit,3.0,,,,,,,,
3491,brick,2.0,onenbspnbsphas,1, apart,14.0, traffic,7.0,,,,,,,,
3492,colour,1.0,illuminated,1, wash,22.0, news,6.0,,,,,,,,
3493,frame,1.0,gentle,2,fingerprintresistant,2.0, bing,3.0,,,,,,,,
3494,yep,1.0,program,8, fine,2.0, 411,3.0,,,,,,,,
3495,ripoff,1.0,registered,2, texturing,12.0, speaks,25.0,,,,,,,,
3496,crackly,1.0,language,5, slick,12.0, name,23.0,,,,,,,,
3497,fade,2.0,straightforward,2, liner,12.0, 33feet,2.0,,,,,,,,
3498,playing,2.0,515,1,precut,15.0, allday,3.0,,,,,,,,
3499,suggested,2.0,honesty,2, cutting,23.0, 1gb,8.0,,,,,,,,
3500,authentic,1.0,forgot,11, antiuv,22.0,bullet,1.0,,,,,,,,
3501,traditional,1.0,protrude,3, 99,37.0, s,21.0,,,,,,,,
3502,smooth,2.0,powerdash,1, uv,29.0, stretchy,1.0,,,,,,,,
3503,unpleasant,1.0,punch,3, reflecting,22.0, sporting,10.0,,,,,,,,
3504,picking,1.0,drew,2, minimize,2.0, trying,5.0,,,,,,,,
3505,transferring,1.0,choosing,3, annoying,19.0, aloft,5.0,,,,,,,,
3506,counterfeit,3.0,advertise,3, mics,38.0, keychains,5.0,,,,,,,,
3507,fuzzy,1.0,amperage,1, thermoplastic,15.0, constantly,5.0,,,,,,,,
3508,excuse,1.0,equal,4, produced,7.0, valuable,31.0,,,,,,,,
3509,raed,1.0,slowly,8, south,7.0, preventing,59.0,,,,,,,,
3510,milyani,1.0,2013,6,failure,3.0, 520521,1.0,,,,,,,,
3511,taste,1.0,11,6, instal,3.0, exact,28.0,,,,,,,,
3512,useno,1.0,detecting,1, stock,3.0, same,3.0,,,,,,,,
3513,droids,1.0,software,7, requestd,3.0, minimizes,3.0,,,,,,,,
3514,blew,1.0,limitation,6,droiddroid,1.0,replace,15.0,,,,,,,,
3515,fro,1.0,4port,4, 34inch,2.0, postioning,2.0,,,,,,,,
3516,rhis,1.0,enclosure,2, amoled,5.0, evecase,2.0,,,,,,,,
3517,popped,1.0,respective,2, symbian3,3.0, gtmax,1.0,,,,,,,,
3518,bale,1.0,marketing,1, 12mp,2.0, retract,2.0,,,,,,,,
3519,breath,1.0,produced,3, 720p,47.0, heat,7.0,,,,,,,,
3520,batery,1.0,release,15, hdmi,31.0, overcharge,6.0,,,,,,,,
3521,todo,1.0,wide,8, 167,3.0,we,4.0,,,,,,,,
3522,disappear,1.0,variety,7,compatibility,8.0, youyou,3.0,,,,,,,,
3523,lgl41c,1.0,depend,7, bare,2.0, send,195.0,,,,,,,,
3524,uhmmm,1.0,krusell,3, appropriate,2.0, picturewe,3.0,,,,,,,,
3525,seldom,1.0,put,4, tuneband,2.0, sooneran,3.0,,,,,,,,
3526,hazzle,1.0,assured,2, unobstructed,5.0, taste,3.0,,,,,,,,
3527,switching,1.0,3xl,1, elastic,4.0, attract,3.0,,,,,,,,
3528,coby,1.0,zoogue,1, 18cm,2.0, attention,3.0,,,,,,,,
3529,mp3,1.0,social,3, 46cm,2.0, express,3.0,,,,,,,,
3530,useable,1.0,tightly,5, description,134.0, our,6.0,,,,,,,,
3531,nostalgic,1.0,trusted,3, shorter,2.0, movie,19.0,,,,,,,,
3532,decision,2.0,liner,2, contain,2.0, fashion,10.0,,,,,,,,
3533,bullet,1.0,failed,8, conveniencecharity,2.0, lover,3.0,,,,,,,,
3534,yup,1.0,happily,2, exercising,2.0,using,13.0,,,,,,,,
3535,led,5.0,4xl,2, yellow,14.0, song,1.0,,,,,,,,
3536,interferes,1.0,spigen,4, charity,2.0, 881,4.0,,,,,,,,
3537,vision,1.0,liquid,2,include,3.0, 1079,3.0,,,,,,,,
3538,burnt,1.0,crystal,9, portdock,1.0,flexible,13.0,,,,,,,,
3539,added,2.0,loosen,1, semihard,1.0, wing,8.0,,,,,,,,
3540,43,1.0,chuck,2, semisoft,1.0, adjusted,7.0,,,,,,,,
3541,gazebo,1.0,glove,27, taring,1.0, 175,15.0,,,,,,,,
3542,directv,1.0,phoneglad,1, deformation,1.0, 475,35.0,,,,,,,,
3543,genie,1.0,complains,1, accumulating,3.0, defective,6.0,,,,,,,,
3544,obtain,1.0,hubby,7, 081,1.0, restore,45.0,,,,,,,,
3545,dark,3.0,undamaged,2, acaseview,1.0, chrome,51.0,,,,,,,,
3546,neighbor,1.0,horizontally,4, 3pack,4.0, bladed,2.0,,,,,,,,
3547,thankyou,1.0,rank,1, microfiber,22.0, blacknote,2.0,,,,,,,,
3548,fastest,1.0,theme,4, cleaning,51.0, responsible,11.0,,,,,,,,
3549,oncenot,1.0,peel,11, 3layer,6.0, 8800,4.0,,,,,,,,
3550,ingenious,1.0,fade,3, japan,1.0, 8820,2.0,,,,,,,,
3551,exelent,3.0,another,13, moist,1.0, 8830curve,2.0,,,,,,,,
3552,decorative,2.0,collector,1, reapply,1.0, 8350ipearl,2.0,,,,,,,,
3553,inverted,1.0,tray,4, hdw23466001,1.0, 8100,4.0,,,,,,,,
3554,girly,1.0,pissed,1, 9300,1.0, 8110,2.0,,,,,,,,
3555,mal,1.0,him,8, hdw31012001,2.0, 8120,2.0,,,,,,,,
3556,pantalla,1.0,bc,4, eep,2.0, 8130,2.0,,,,,,,,
3557,rota,1.0,ruined,2,color,2.0,allows,9.0,,,,,,,,
3558,rocking,1.0,collection,2, lightsource,2.0,add,18.0,,,,,,,,
3559,morphie,2.0,fraying,1, onbutton,1.0, bill,12.0,,,,,,,,
3560,discount,1.0,stuck,13, pressed,1.0, unexpected,12.0,,,,,,,,
3561,excellant,1.0,effective,7, brightness,1.0, surprise,12.0,,,,,,,,
3562,juicepack,1.0,recomendado,5, 5000k,1.0, neckband,1.0,,,,,,,,
3563,breakable,1.0,g1,2, deg,1.0, processing,6.0,,,,,,,,
3564,hitler,1.0,blackberry,30,using,6.0, reliability,7.0,,,,,,,,
3565,appreciate,1.0,incase,4, just,5.0, sweat,28.0,,,,,,,,
3566,glitter,2.0,infinims,1, begin,1.0, companion,41.0,,,,,,,,
3567,wiping,1.0,surrounding,1, here,1.0, field,27.0,,,,,,,,
3568,kinda,5.0,fown,1, paste,1.0, nfc,11.0,,,,,,,,
3569,shimmery,1.0,everydaythanks,1, label,11.0, bringing,1.0,,,,,,,,
3570,chemical,1.0,everday,1, dotted,2.0, together,9.0,,,,,,,,
3571,continuously,1.0,heard,5, line,24.0, ccmaccessories,35.0,,,,,,,,
3572,vigorous,1.0,same,13, trim,2.0, lanyard,38.0,,,,,,,,
3573,devise,1.0,mcdonalds,1, advantage,229.0, exposed,27.0,,,,,,,,
3574,alls,1.0,attendant,1,modelnumber,9.0, dissipate,4.0,,,,,,,,
3575,wellthx,1.0,large,2, plant,4.0, slick,31.0,,,,,,,,
3576,prong,1.0,clarity,19,access,1.0, defender,33.0,,,,,,,,
3577,recess,1.0,drying,1,cover,17.0, transflash,1.0,,,,,,,,
3578,cimpketely,1.0,comfy,3, i500,10.0, ip57,1.0,,,,,,,,
3579,malfunctioned,1.0,trucking,1, fascinate,7.0, milstd810f,2.0,,,,,,,,
3580,dustydirty,1.0,mistake,9, s,6.0, antishock,4.0,,,,,,,,
3581,reduce,1.0,discontinuing,1, rainbow,16.0, staying,4.0,,,,,,,,
3582,navigating,1.0,manufacturing,2, glue,57.0, social,22.0,,,,,,,,
3583,unsatisfactory,1.0,zombie,1, fuzziness,15.0, monthly,15.0,,,,,,,,
3584,reallyloved,1.0,domake,1, precut,32.0, plansno,4.0,,,,,,,,
3585,definatelly,1.0,hey,3,adjustable,1.0, annual,5.0,,,,,,,,
3586,identical,2.0,drama,2, versatility,38.0, 250entry,4.0,,,,,,,,
3587,ftm,1.0,era,1, way,3.0, bilingual,4.0,,,,,,,,
3588,400xdr,1.0,bedding,1, repelling,1.0, 83,4.0,,,,,,,,
